"ID","chromosome","location","distance2nearestTSS","nearestTSS.gene_id","nearestTSS","class","JSD_bit_10C","meth_10C","JSD_bit_16C","meth_16C","JSD_bit_22C","meth_22C","context","diff_16_10","diff_22_16","consistent_increase","consistent_decrease"
"3_1250956","3",1250956,-4000,"AT3G04610","AT3G04610.4","intronic",0.702,0.563953488372093,0.843,0.54880694143167,0.856,0.540816326530612,"CHG",0.141,0.013,TRUE,FALSE
"3_3152252","3",3152252,-2459,"AT3G10180","AT3G10180.2","intronic",0.768,0.498525073746313,0.787,0.470394736842105,0.804,0.58564139941691,"CHG",0.019,0.017,TRUE,FALSE
"3_3580016","3",3580016,-879,"AT3G11405","AT3G11405.1","proximal >500&<=1000bp",0.779,0.405099150141643,0.79,0.431192660550459,0.84,0.36387852956846,"CHG",0.011,0.0499999999999999,TRUE,FALSE
"3_4635406","3",4635406,-657,"AT3G14010","AT3G14010.1","proximal >500&<=1000bp",0.778,0.319727891156463,0.781,0.304635761589404,0.806,0.422216508099769,"CHG",0.003,0.025,TRUE,FALSE
"3_5469965","3",5469965,371,"AT3G16140","AT3G16140.1","proximal <=500bp",0.794,0.538461538461538,0.799,0.566371681415929,0.829,0.48067804646752,"CHG",0.005,0.0299999999999999,TRUE,FALSE
"3_8138734","3",8138734,237,"AT3G22955","AT3G22955.1","proximal <=500bp",0.741,0.65587044534413,0.804,0.622549019607843,0.888,0.401197604790419,"CHG",0.063,0.084,TRUE,FALSE
"3_8138741","3",8138741,244,"AT3G22955","AT3G22955.1","proximal <=500bp",0.724,0.682203389830508,0.759,0.637755102040816,0.863,0.392395717977113,"CHG",0.035,0.104,TRUE,FALSE
"3_8138747","3",8138747,250,"AT3G22955","AT3G22955.1","proximal <=500bp",0.764,0.641592920353982,0.792,0.650537634408602,0.86,0.380707395498392,"CHG",0.028,0.068,TRUE,FALSE
"3_9232647","3",9232647,-19,"AT3G25460","AT3G25460.1","proximal <=500bp",0.701,0.454166666666667,0.74,0.516279069767442,0.742,0.380940082644628,"CHG",0.039,0.002,TRUE,FALSE
"3_9977744","3",9977744,1354,"AT3G27040","AT3G27040.1","intergenic",0.709,0.471563981042654,0.716,0.518518518518518,0.718,0.391743522178305,"CHG",0.00700000000000001,0.002,TRUE,FALSE
"3_10154863","3",10154863,-575,"AT3G27440","AT3G27440.1","proximal >500&<=1000bp",0.783,0.545454545454545,0.805,0.49031007751938,0.876,0.480238095238095,"CHG",0.022,0.071,TRUE,FALSE
"3_11600942","3",11600942,1121,"AT3G29766","AT3G29766.1","intergenic",0.736,0.538461538461538,0.776,0.458333333333333,0.792,0.403314917127072,"CHG",0.04,0.016,TRUE,FALSE
"3_14621047","3",14621047,150,"AT3G42476","AT3G42476.1","proximal <=500bp",0.706,0.303482587064677,0.731,0.439024390243902,0.751,0.380450070323488,"CHG",0.025,0.02,TRUE,FALSE
"3_16644955","3",16644955,2175,"AT3G45370","AT3G45370.1","intronic",0.704,0.625,0.709,0.583333333333333,0.741,0.583732057416268,"CHG",0.005,0.032,TRUE,FALSE
"3_18223293","3",18223293,-1592,"AT3G49160","AT3G49160.3","intronic",0.762,0.401685393258427,0.787,0.335443037974684,0.836,0.464818763326226,"CHG",0.025,0.0489999999999999,TRUE,FALSE
"3_20728745","3",20728745,-873,"AT3G55860","AT3G55860.2","proximal >500&<=1000bp",0.72,0.329044117647059,0.732,0.394077448747153,0.734,0.550979262672811,"CHG",0.012,0.002,TRUE,FALSE
"3_20728863","3",20728863,-755,"AT3G55860","AT3G55860.2","proximal >500&<=1000bp",0.71,0.280269058295964,0.838,0.357868020304569,0.871,0.4129763130793,"CHG",0.128,0.033,TRUE,FALSE
"3_23146037","3",23146037,-772,"AT3G62580","AT3G62580.1","proximal >500&<=1000bp",0.708,0.439759036144578,0.741,0.541436464088398,0.814,0.528826151560178,"CHG",0.033,0.073,TRUE,FALSE
"3_23146048","3",23146048,-761,"AT3G62580","AT3G62580.1","proximal >500&<=1000bp",0.7,0.316455696202532,0.77,0.394957983193277,0.814,0.473819963889605,"CHG",0.0700000000000001,0.0439999999999999,TRUE,FALSE
"4_2503839","4",2503839,-2140,"AT4G04925","AT4G04925.1","intronic",0.758,0.477178423236515,0.778,0.434343434343434,0.824,0.47673531655225,"CHG",0.02,0.0459999999999999,TRUE,FALSE
"4_7319252","4",7319252,-522,"AT4G12330","AT4G12330.1","proximal >500&<=1000bp",0.725,0.579710144927536,0.787,0.520710059171598,0.817,0.440781796966161,"CHG",0.062,0.0299999999999999,TRUE,FALSE
"4_9168794","4",9168794,-1640,"AT4G16180","AT4G16180.1","intronic",0.807,0.293548387096774,0.819,0.303030303030303,0.85,0.358490566037736,"CHG",0.0119999999999999,0.031,TRUE,FALSE
"4_9540226","4",9540226,295,"AT4G16955","AT4G16955.1","proximal <=500bp",0.773,0.317073170731707,0.863,0.285714285714286,0.971,0.6,"CHG",0.09,0.108,TRUE,FALSE
"4_9959755","4",9959755,-4335,"AT4G17920","AT4G17920.1","intergenic",0.728,0.386666666666667,0.806,0.4296875,0.82,0.407848011363636,"CHG",0.0780000000000001,0.0139999999999999,TRUE,FALSE
"4_10618372","4",10618372,2676,"AT4G19490","AT4G19490.2","intronic",0.742,0.317324185248714,0.748,0.32563025210084,0.882,0.374473208910295,"CHG",0.006,0.134,TRUE,FALSE
"4_16333482","4",16333482,-2809,"AT4G34110","AT4G34110.1","intronic",0.733,0.52760736196319,0.76,0.583333333333333,0.871,0.577961257542077,"CHG",0.027,0.111,TRUE,FALSE
"4_17711835","4",17711835,-729,"AT4G37705","AT4G37705.1","proximal >500&<=1000bp",0.724,0.758241758241758,0.737,0.792452830188679,0.775,0.70372460496614,"CHG",0.013,0.038,TRUE,FALSE
"5_3926711","5",3926711,2653,"AT5G12140","AT5G12140.1","intronic",0.759,0.61439588688946,0.812,0.559766763848397,0.884,0.501264658542194,"CHG",0.053,0.072,TRUE,FALSE
"5_5352270","5",5352270,-302,"AT5G16350","AT5G16350.2","proximal <=500bp",0.752,0.419354838709677,0.771,0.6,0.787,0.485915492957746,"CHG",0.019,0.016,TRUE,FALSE
"5_6129779","5",6129779,-1341,"AT5G18475","AT5G18475.1","intronic",0.732,0.546875,0.801,0.524647887323944,0.822,0.449719749423014,"CHG",0.0690000000000001,0.0209999999999999,TRUE,FALSE
"5_6346112","5",6346112,-2155,"AT5G19010","AT5G19010.1","intronic",0.753,0.481940144478844,0.798,0.517200474495848,0.82,0.629450139794967,"CHG",0.045,0.0219999999999999,TRUE,FALSE
"5_7832094","5",7832094,1734,"AT5G23250","AT5G23250.3","intronic",0.716,0.298611111111111,0.731,0.283088235294118,0.774,0.314808761033017,"CHG",0.015,0.043,TRUE,FALSE
"5_8369061","5",8369061,124,"AT5G24500","AT5G24500.1","proximal <=500bp",0.733,0.775862068965517,0.898,0.685714285714286,0.901,0.637362637362637,"CHG",0.165,0.003,TRUE,FALSE
"5_8636658","5",8636658,-3559,"AT5G25060","AT5G25060.1","intronic",0.828,0.650273224043716,0.836,0.558441558441558,0.843,0.340631219789593,"CHG",0.00800000000000001,0.00700000000000001,TRUE,FALSE
"5_8932867","5",8932867,3690,"AT5G25615","AT5G25615.1","intronic",0.787,0.468085106382979,0.81,0.484375,0.916,0.470790378006873,"CHG",0.023,0.106,TRUE,FALSE
"5_9150510","5",9150510,1338,"AT5G26180","AT5G26180.5","intronic",0.795,0.448,0.886,0.451612903225806,0.893,0.507931929622152,"CHG",0.091,0.00700000000000001,TRUE,FALSE
"5_9151713","5",9151713,2541,"AT5G26180","AT5G26180.5","intronic",0.788,0.431111111111111,0.815,0.407582938388626,0.853,0.373421354764638,"CHG",0.0269999999999999,0.038,TRUE,FALSE
"5_9436151","5",9436151,-1036,"AT5G26830","AT5G26830.1","intronic",0.747,0.649350649350649,0.771,0.603076923076923,0.898,0.537878787878788,"CHG",0.024,0.127,TRUE,FALSE
"5_10934318","5",10934318,-412,"AT5G28913","AT5G28913.1","proximal <=500bp",0.759,0.357142857142857,0.795,0.450617283950617,0.8,0.434339622641509,"CHG",0.036,0.005,TRUE,FALSE
"5_15514639","5",15514639,334,"AT5G38740","AT5G38740.1","proximal <=500bp",0.741,0.503225806451613,0.808,0.494071146245059,0.83,0.537786056412986,"CHG",0.0670000000000001,0.0219999999999999,TRUE,FALSE
"5_17553226","5",17553226,3047,"AT5G43700","AT5G43700.1","intronic",0.715,0.44,0.74,0.366935483870968,0.77,0.339169651147367,"CHG",0.025,0.03,TRUE,FALSE
"5_17781765","5",17781765,-663,"AT5G44180","AT5G44180.1","proximal >500&<=1000bp",0.722,0.666666666666667,0.783,0.644230769230769,0.787,0.412412177985948,"CHG",0.061,0.004,TRUE,FALSE
"5_17781807","5",17781807,-621,"AT5G44180","AT5G44180.1","proximal >500&<=1000bp",0.756,0.558823529411765,0.83,0.658119658119658,0.862,0.397869507323569,"CHG",0.074,0.032,TRUE,FALSE
"5_19981809","5",19981809,241,"AT5G49290","AT5G49290.9","proximal <=500bp",0.743,0.582802547770701,0.752,0.5,0.799,0.361823361823362,"CHG",0.00900000000000001,0.047,TRUE,FALSE
"5_20318903","5",20318903,1498,"AT5G49945","AT5G49945.1","intronic",0.8,0.427461139896373,0.83,0.353115727002967,0.853,0.359893167148898,"CHG",0.0299999999999999,0.023,TRUE,FALSE
"5_20660552","5",20660552,2551,"AT5G50790","AT5G50790.1","intergenic",0.752,0.578947368421053,0.79,0.633333333333333,0.868,0.548672566371681,"CHG",0.038,0.078,TRUE,FALSE
"5_22449920","5",22449920,1967,"AT5G55380","AT5G55380.1","intronic",0.745,0.552380952380952,0.8,0.610062893081761,0.847,0.544358311800172,"CHG",0.055,0.0469999999999999,TRUE,FALSE
"5_25639093","5",25639093,3304,"AT5G64060","AT5G64060.1","intronic",0.759,0.526901669758813,0.846,0.501193317422434,0.869,0.480685980685981,"CHG",0.087,0.023,TRUE,FALSE
"1_29234","1",29234,-3775,"AT1G01050","AT1G01050.2","intronic",0.797,0.518796992481203,0.833,0.574766355140187,0.864,0.427781013395457,"CpG",0.0359999999999999,0.031,TRUE,FALSE
"1_30715","1",30715,-2294,"AT1G01050","AT1G01050.2","intronic",0.715,0.577922077922078,0.781,0.488372093023256,0.804,0.380842202683943,"CpG",0.0660000000000001,0.023,TRUE,FALSE
"1_94183","1",94183,-1752,"AT1G01225","AT1G01225.1","intronic",0.717,0.515765765765766,0.759,0.524752475247525,0.835,0.494353081038241,"CpG",0.042,0.076,TRUE,FALSE
"1_98575","1",98575,1163,"AT1G01230","AT1G01230.1","intronic",0.75,0.590690208667737,0.755,0.553228621291449,0.808,0.505597260634795,"CpG",0.005,0.053,TRUE,FALSE
"1_121988","1",121988,1834,"AT1G01310","AT1G01310.1","intronic",0.718,0.489331436699858,0.724,0.390894819466248,0.816,0.454765611485902,"CpG",0.006,0.092,TRUE,FALSE
"1_134825","1",134825,-497,"AT1G01340","AT1G01340.1","proximal <=500bp",0.702,0.294973544973545,0.737,0.35187969924812,0.741,0.39854633555421,"CpG",0.035,0.004,TRUE,FALSE
"1_137116","1",137116,1026,"AT1G01350","AT1G01350.1","intronic",0.736,0.544796380090498,0.744,0.506172839506173,0.796,0.387046263345196,"CpG",0.00800000000000001,0.052,TRUE,FALSE
"1_137179","1",137179,1089,"AT1G01350","AT1G01350.1","intronic",0.76,0.538235294117647,0.798,0.533434650455927,0.809,0.444069993519119,"CpG",0.038,0.011,TRUE,FALSE
"1_137485","1",137485,-1004,"AT1G01355","AT1G01355.2","intronic",0.722,0.410666666666667,0.74,0.416666666666667,0.836,0.440388479571333,"CpG",0.018,0.096,TRUE,FALSE
"1_160666","1",160666,1843,"AT1G01430","AT1G01430.1","intronic",0.711,0.401010101010101,0.734,0.478632478632479,0.74,0.374135338345865,"CpG",0.023,0.006,TRUE,FALSE
"1_165360","1",165360,-157,"AT1G01450","AT1G01450.1","proximal <=500bp",0.7,0.531468531468531,0.74,0.558641975308642,0.825,0.419276719405877,"CpG",0.04,0.085,TRUE,FALSE
"1_233983","1",233983,1353,"AT1G01640","AT1G01640.1","intronic",0.808,0.550239234449761,0.831,0.583333333333333,0.843,0.519683331525865,"CpG",0.0229999999999999,0.012,TRUE,FALSE
"1_233984","1",233984,1354,"AT1G01640","AT1G01640.1","intronic",0.751,0.592775041050903,0.761,0.564727954971857,0.835,0.514062000639182,"CpG",0.01,0.074,TRUE,FALSE
"1_235851","1",235851,-1966,"AT1G01650","AT1G01650.4","intronic",0.715,0.482090997095837,0.759,0.448492462311558,0.767,0.367671927846674,"CpG",0.044,0.00800000000000001,TRUE,FALSE
"1_264334","1",264334,1506,"AT1G01710","AT1G01710.1","intronic",0.708,0.617328519855596,0.725,0.567948717948718,0.806,0.496077032810271,"CpG",0.017,0.0810000000000001,TRUE,FALSE
"1_275788","1",275788,457,"AT1G01750","AT1G01750.2","proximal <=500bp",0.731,0.350537634408602,0.762,0.388286334056399,0.79,0.364426734287267,"CpG",0.031,0.028,TRUE,FALSE
"1_276433","1",276433,1102,"AT1G01750","AT1G01750.2","intronic",0.741,0.548064918851436,0.781,0.539877300613497,0.834,0.46992573247368,"CpG",0.04,0.0529999999999999,TRUE,FALSE
"1_280972","1",280972,-1789,"AT1G01780","AT1G01780.1","intronic",0.778,0.559183673469388,0.819,0.429824561403509,0.828,0.562749667110519,"CpG",0.0409999999999999,0.00900000000000001,TRUE,FALSE
"1_281914","1",281914,-847,"AT1G01780","AT1G01780.1","proximal >500&<=1000bp",0.709,0.610759493670886,0.765,0.582379862700229,0.842,0.505563176345069,"CpG",0.056,0.077,TRUE,FALSE
"1_286383","1",286383,1923,"AT1G01790","AT1G01790.2","intronic",0.731,0.582027168234065,0.8,0.502457002457002,0.821,0.471828833418237,"CpG",0.0690000000000001,0.0209999999999999,TRUE,FALSE
"1_287124","1",287124,2664,"AT1G01790","AT1G01790.2","intronic",0.769,0.526762402088773,0.77,0.508424908424908,0.869,0.43599576831526,"CpG",0.001,0.099,TRUE,FALSE
"1_287125","1",287125,2665,"AT1G01790","AT1G01790.2","intronic",0.81,0.508710801393728,0.854,0.41025641025641,0.878,0.4303683737646,"CpG",0.0439999999999999,0.024,TRUE,FALSE
"1_288408","1",288408,3948,"AT1G01790","AT1G01790.2","intronic",0.754,0.483992467043315,0.8,0.491954022988506,0.849,0.517976492279327,"CpG",0.046,0.0489999999999999,TRUE,FALSE
"1_296729","1",296729,1522,"AT1G01810","AT1G01810.1","intronic",0.803,0.597619047619048,0.811,0.522388059701492,0.842,0.427636363636364,"CpG",0.00800000000000001,0.0309999999999999,TRUE,FALSE
"1_297014","1",297014,-1320,"AT1G01820","AT1G01820.1","intronic",0.717,0.542735042735043,0.781,0.554272517321016,0.841,0.526467618635511,"CpG",0.0640000000000001,0.0599999999999999,TRUE,FALSE
"1_313872","1",313872,-2030,"AT1G01910","AT1G01910.5","intronic",0.714,0.43206106870229,0.722,0.405405405405405,0.772,0.421811578722495,"CpG",0.00800000000000001,0.05,TRUE,FALSE
"1_314021","1",314021,-1881,"AT1G01910","AT1G01910.5","intronic",0.773,0.540425531914894,0.798,0.560386473429952,0.846,0.439810640216411,"CpG",0.025,0.0479999999999999,TRUE,FALSE
"1_314518","1",314518,-1384,"AT1G01910","AT1G01910.5","intronic",0.746,0.512658227848101,0.783,0.485232067510549,0.84,0.402173913043478,"CpG",0.037,0.0569999999999999,TRUE,FALSE
"1_317456","1",317456,1269,"AT1G01920","AT1G01920.1","intronic",0.701,0.560311284046693,0.79,0.543290043290043,0.803,0.501381215469613,"CpG",0.0890000000000001,0.013,TRUE,FALSE
"1_318276","1",318276,2089,"AT1G01920","AT1G01920.1","intronic",0.731,0.424242424242424,0.747,0.477801268498943,0.828,0.443461538461538,"CpG",0.016,0.081,TRUE,FALSE
"1_320572","1",320572,-2314,"AT1G01940","AT1G01940.1","intronic",0.823,0.430939226519337,0.835,0.45859872611465,0.841,0.466920877025739,"CpG",0.012,0.006,TRUE,FALSE
"1_320573","1",320573,-2313,"AT1G01940","AT1G01940.1","intronic",0.734,0.44921875,0.776,0.491863905325444,0.8,0.442959149784125,"CpG",0.042,0.024,TRUE,FALSE
"1_320642","1",320642,-2244,"AT1G01940","AT1G01940.1","intronic",0.729,0.34,0.772,0.385964912280702,0.836,0.411987860394537,"CpG",0.043,0.064,TRUE,FALSE
"1_327156","1",327156,1777,"AT1G01950","AT1G01950.3","intronic",0.763,0.438040345821326,0.764,0.424561403508772,0.799,0.40204286671132,"CpG",0.001,0.035,TRUE,FALSE
"1_327242","1",327242,1863,"AT1G01950","AT1G01950.3","intronic",0.753,0.550813008130081,0.785,0.523227383863081,0.852,0.436623376623377,"CpG",0.032,0.067,TRUE,FALSE
"1_327344","1",327344,1965,"AT1G01950","AT1G01950.3","intronic",0.728,0.484756097560976,0.749,0.491295938104449,0.801,0.525689698810428,"CpG",0.021,0.052,TRUE,FALSE
"1_328157","1",328157,2778,"AT1G01950","AT1G01950.3","intronic",0.709,0.402469135802469,0.726,0.374233128834356,0.822,0.464615875039847,"CpG",0.017,0.096,TRUE,FALSE
"1_331315","1",331315,5936,"AT1G01950","AT1G01950.3","intronic",0.704,0.387922210849539,0.752,0.430155210643016,0.785,0.35212927116647,"CpG",0.048,0.033,TRUE,FALSE
"1_331316","1",331316,5937,"AT1G01950","AT1G01950.3","intronic",0.759,0.411881188118812,0.794,0.448616600790514,0.795,0.354451008352006,"CpG",0.035,0.001,TRUE,FALSE
"1_331473","1",331473,6094,"AT1G01950","AT1G01950.3","intronic",0.755,0.545454545454545,0.789,0.577777777777778,0.83,0.404854712969525,"CpG",0.034,0.0409999999999999,TRUE,FALSE
"1_331933","1",331933,-5979,"AT1G01960","AT1G01960.1","intronic",0.746,0.38375796178344,0.755,0.337412587412587,0.821,0.421265686142221,"CpG",0.00900000000000001,0.066,TRUE,FALSE
"1_332254","1",332254,-5658,"AT1G01960","AT1G01960.1","intronic",0.729,0.366942148760331,0.734,0.334051724137931,0.779,0.376962582538518,"CpG",0.005,0.045,TRUE,FALSE
"1_332255","1",332255,-5657,"AT1G01960","AT1G01960.1","intronic",0.773,0.345205479452055,0.784,0.330960854092527,0.804,0.359598853868195,"CpG",0.011,0.02,TRUE,FALSE
"1_332277","1",332277,-5635,"AT1G01960","AT1G01960.1","intronic",0.771,0.47816091954023,0.774,0.408045977011494,0.86,0.483111849390919,"CpG",0.003,0.086,TRUE,FALSE
"1_332423","1",332423,-5489,"AT1G01960","AT1G01960.1","intronic",0.797,0.530386740331492,0.798,0.515837104072398,0.858,0.506565734589835,"CpG",0.001,0.0599999999999999,TRUE,FALSE
"1_332424","1",332424,-5488,"AT1G01960","AT1G01960.1","intronic",0.709,0.5948406676783,0.745,0.534635879218472,0.842,0.50178434871272,"CpG",0.036,0.097,TRUE,FALSE
"1_332536","1",332536,-5376,"AT1G01960","AT1G01960.1","intronic",0.732,0.503566333808845,0.766,0.516695957820738,0.779,0.374614594039054,"CpG",0.034,0.013,TRUE,FALSE
"1_349784","1",349784,764,"AT1G02010","AT1G02010.6","proximal >500&<=1000bp",0.732,0.506986027944112,0.738,0.516556291390728,0.794,0.437345031470532,"CpG",0.006,0.056,TRUE,FALSE
"1_376901","1",376901,3400,"AT1G02080","AT1G02080.3","intronic",0.794,0.568075117370892,0.825,0.561139028475712,0.829,0.468474779823859,"CpG",0.0309999999999999,0.004,TRUE,FALSE
"1_378843","1",378843,5342,"AT1G02080","AT1G02080.3","intronic",0.701,0.593388429752066,0.746,0.550644567219153,0.764,0.549514746066145,"CpG",0.045,0.018,TRUE,FALSE
"1_380573","1",380573,7072,"AT1G02080","AT1G02080.3","intronic",0.83,0.546666666666667,0.836,0.595132743362832,0.885,0.481172888960103,"CpG",0.006,0.049,TRUE,FALSE
"1_382376","1",382376,-7432,"AT1G02090","AT1G02090.3","intronic",0.728,0.685855263157895,0.741,0.64808362369338,0.77,0.664032442549652,"CpG",0.013,0.029,TRUE,FALSE
"1_383120","1",383120,-6688,"AT1G02090","AT1G02090.3","intronic",0.738,0.447513812154696,0.74,0.456942003514938,0.837,0.399546827794562,"CpG",0.002,0.097,TRUE,FALSE
"1_383965","1",383965,-5843,"AT1G02090","AT1G02090.3","intronic",0.809,0.641104294478528,0.861,0.555125725338491,0.878,0.496606027694814,"CpG",0.0519999999999999,0.017,TRUE,FALSE
"1_384143","1",384143,-5665,"AT1G02090","AT1G02090.3","intronic",0.752,0.545351473922903,0.792,0.529333333333333,0.85,0.4509754562618,"CpG",0.04,0.0579999999999999,TRUE,FALSE
"1_384772","1",384772,-5036,"AT1G02090","AT1G02090.3","intronic",0.768,0.628865979381443,0.772,0.463414634146341,0.789,0.641955835962145,"CpG",0.004,0.017,TRUE,FALSE
"1_384773","1",384773,-5035,"AT1G02090","AT1G02090.3","intronic",0.714,0.610752688172043,0.803,0.476190476190476,0.814,0.623136976579134,"CpG",0.0890000000000001,0.0109999999999999,TRUE,FALSE
"1_385911","1",385911,-3897,"AT1G02090","AT1G02090.3","intronic",0.769,0.468879668049793,0.778,0.418052256532067,0.785,0.405862160021125,"CpG",0.00900000000000001,0.00700000000000001,TRUE,FALSE
"1_385994","1",385994,-3814,"AT1G02090","AT1G02090.3","intronic",0.774,0.604761904761905,0.813,0.565333333333333,0.83,0.541254940711462,"CpG",0.0389999999999999,0.017,TRUE,FALSE
"1_386019","1",386019,-3789,"AT1G02090","AT1G02090.3","intronic",0.72,0.34625322997416,0.722,0.33972602739726,0.747,0.289040114613181,"CpG",0.002,0.025,TRUE,FALSE
"1_386229","1",386229,-3579,"AT1G02090","AT1G02090.3","intronic",0.757,0.631067961165049,0.768,0.584699453551913,0.797,0.563008791924455,"CpG",0.011,0.029,TRUE,FALSE
"1_398493","1",398493,2804,"AT1G02120","AT1G02120.3","intronic",0.736,0.630097087378641,0.763,0.579439252336449,0.79,0.564632038569999,"CpG",0.027,0.027,TRUE,FALSE
"1_399150","1",399150,-2769,"AT1G02130","AT1G02130.1","intronic",0.743,0.545360824742268,0.768,0.438864628820961,0.818,0.475863719779781,"CpG",0.025,0.0499999999999999,TRUE,FALSE
"1_406145","1",406145,1545,"AT1G02145","AT1G02145.4","intronic",0.71,0.452665941240479,0.717,0.43848167539267,0.758,0.332098002882438,"CpG",0.00700000000000001,0.041,TRUE,FALSE
"1_407050","1",407050,-1572,"AT1G02150","AT1G02150.1","intronic",0.72,0.608695652173913,0.74,0.576,0.81,0.649067035245335,"CpG",0.02,0.0700000000000001,TRUE,FALSE
"1_407051","1",407051,-1571,"AT1G02150","AT1G02150.1","intronic",0.755,0.589247311827957,0.785,0.534117647058823,0.786,0.657276616353217,"CpG",0.03,0.001,TRUE,FALSE
"1_407480","1",407480,-1142,"AT1G02150","AT1G02150.1","intronic",0.803,0.397379912663755,0.851,0.385869565217391,0.853,0.436349574632637,"CpG",0.0479999999999999,0.002,TRUE,FALSE
"1_407816","1",407816,-806,"AT1G02150","AT1G02150.1","proximal >500&<=1000bp",0.781,0.405109489051095,0.785,0.329113924050633,0.795,0.359414528370076,"CpG",0.004,0.01,TRUE,FALSE
"1_408307","1",408307,-315,"AT1G02150","AT1G02150.1","proximal <=500bp",0.703,0.576271186440678,0.741,0.539170506912442,0.746,0.531661184210526,"CpG",0.038,0.005,TRUE,FALSE
